,cliente,data_hora,estabelecimento,id_transacao,valor
487,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-03-02 23:12:19,"{'categoria': 'Online', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",b83662b0-f28d-46c5-a7d2-a5ad9ea053eb,1850.61
488,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-04-20 15:24:12,"{'categoria': 'Varejo', 'cidade': 'Freitas do Campo', 'estado': 'Amapá'}",704c3f87-7f19-416c-bc01-2decc2aa5594,1096.73
489,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-02-01 05:02:07,"{'categoria': 'Restaurante', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",26c54e74-bcdd-425c-bbbe-058907c12e50,825.7
490,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-05-07 12:54:22,"{'categoria': 'Supermercado', 'cidade': 'Nunes', 'estado': 'Amapá'}",307b299e-8c0c-415d-bf66-fee685797b58,1148.46
491,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-01-01 07:18:52,"{'categoria': 'Varejo', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",db11d14f-484a-4f46-aaeb-a73fb25eb09c,1895.51
492,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-06-04 13:53:00,"{'categoria': 'Restaurante', 'cidade': 'das Neves do Sul', 'estado': 'Amapá'}",b4049098-e8fc-41c8-9fc2-381d5c60f735,1660.0
493,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-03-06 15:30:48,"{'categoria': 'Supermercado', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",e8cb19f7-8bc1-4adc-a200-78f2864f988b,820.15
494,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-01-05 09:59:50,"{'categoria': 'Restaurante', 'cidade': 'Silveira do Amparo', 'estado': 'Amapá'}",d08c918b-7320-4589-b079-cd2c3100cc7e,1523.2
495,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-08-01 23:48:45,"{'categoria': 'Supermercado', 'cidade': 'Pereira dos Dourados', 'estado': 'Amapá'}",59378b84-8541-4be4-bb9d-543d140862ae,28.76
496,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-03-30 20:51:01,"{'categoria': 'Varejo', 'cidade': 'da Luz', 'estado': 'Amapá'}",62a6c83b-7f14-4582-aca6-82f64692f8ab,77.04
497,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-12-27 06:38:04,"{'categoria': 'Restaurante', 'cidade': 'Campos', 'estado': 'Amapá'}",1764d30b-05ff-4682-a149-4a3cc9ce375e,1892.15
498,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-01-26 05:52:11,"{'categoria': 'Supermercado', 'cidade': 'Rocha', 'estado': 'Amapá'}",683ff5ca-0278-4fbd-9732-697eaa6c02dc,1145.12
499,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-04-04 16:55:37,"{'categoria': 'Supermercado', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",4ede2492-339f-4819-9042-982d86e97a56,1138.87
500,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-04-18 20:26:03,"{'categoria': 'Online', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",ebe7ddf2-bde0-40cb-865f-6d8dc19f6bf2,1366.33
501,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-01-26 18:01:23,"{'categoria': 'Online', 'cidade': 'Silveira de da Conceição', 'estado': 'Amapá'}",d08c3d65-8257-4ae2-a0c9-c916644a46db,1997.38
502,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-02-20 18:57:37,"{'categoria': 'Supermercado', 'cidade': 'das Neves de Goiás', 'estado': 'Amapá'}",2ebe4a84-eba5-4b5f-8349-cb6067d439f7,1594.24
503,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-12-17 08:24:49,"{'categoria': 'Varejo', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",c21f5be4-3fde-4009-94f3-6eb6d536e7c3,1622.14
504,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-02-02 09:22:22,"{'categoria': 'Supermercado', 'cidade': 'Nunes do Sul', 'estado': 'Amapá'}",fc7de7eb-dee8-4593-9814-70240309fc46,1630.44
505,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-02-13 09:51:47,"{'categoria': 'Varejo', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",cecec4d9-eaf7-475a-8cc3-9250c8a1ea07,1082.75
506,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2023-02-18 15:12:25,"{'categoria': 'Restaurante', 'cidade': 'das Neves do Sul', 'estado': 'Amapá'}",5afb2280-4151-42c3-9e4f-a57ee7ac294c,1347.33
507,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-07-15 11:20:06,"{'categoria': 'Supermercado', 'cidade': 'Ribeiro de Pires', 'estado': 'Amapá'}",b2c37206-8c00-4ba1-bfad-2a44571ec7fb,1428.94
508,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-08-19 14:55:40,"{'categoria': 'Restaurante', 'cidade': 'Martins', 'estado': 'Amapá'}",8daa1840-33c4-4267-b1cd-26f2f87faa6a,1986.12
509,"{'idade': 36, 'nome': 'Alana Viana', 'renda_mensal': 5775.6}",2022-05-19 15:55:01,"{'categoria': 'Online', 'cidade': 'da Cruz do Galho', 'estado': 'Amapá'}",0016ab8f-eb63-47c1-810c-6782b4917837,1080.14
510,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-04-10 20:49:56,"{'categoria': 'Online', 'cidade': 'Teixeira', 'estado': 'Maranhão'}",05f9ad39-fecb-4eb5-8445-027441d40548,1824.91
511,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-07-04 10:43:52,"{'categoria': 'Varejo', 'cidade': 'Cardoso', 'estado': 'Maranhão'}",5ca2ecb2-cc81-4c33-84a6-5a9a92513bbe,104.54
512,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-11-06 18:02:32,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",50cd1be4-d84e-402f-9a50-cfd15cf6e400,1238.0
513,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-07 17:03:14,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",2ddaac5c-2f86-4f70-8178-43ad2cb825f0,811.27
514,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-01-27 21:41:40,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",d12505f0-aefd-4cfa-8c6c-349afe822291,958.63
515,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-02-08 12:35:20,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",b8465c99-a554-4672-9ee1-1e0338db4dc7,142.97
516,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-12-22 15:29:04,"{'categoria': 'Online', 'cidade': 'Freitas', 'estado': 'Maranhão'}",bcbdeca9-0759-4169-9a67-a3fe505e496f,1457.08
517,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-09-15 17:49:31,"{'categoria': 'Varejo', 'cidade': 'Azevedo do Campo', 'estado': 'Maranhão'}",e2920e98-ef9b-4823-b45d-104901eaba9a,670.72
518,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-29 10:42:28,"{'categoria': 'Restaurante', 'cidade': 'Pinto Verde', 'estado': 'Maranhão'}",75780df1-3cbb-430a-93ec-c7d46488b654,1652.81
519,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-11-21 22:03:14,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",78a6a50f-65d1-4c8a-a0ba-f67e29eb9b03,442.07
520,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-17 20:05:11,"{'categoria': 'Supermercado', 'cidade': 'Freitas do Oeste', 'estado': 'Maranhão'}",476c285c-80cd-444c-817a-909ef43868ac,1220.54
521,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-12-10 20:13:35,"{'categoria': 'Online', 'cidade': 'Mendes da Praia', 'estado': 'Maranhão'}",495c4f28-861b-4cec-bcf9-76d46788d32e,1040.48
522,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-10-21 09:13:40,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",90e43f68-a021-4148-8a8e-7b16e3a433c2,142.71
523,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-14 06:53:28,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",a278b944-3175-42db-ba8e-23adc19794af,105.1
524,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-12-19 21:24:42,"{'categoria': 'Varejo', 'cidade': 'Barros', 'estado': 'Maranhão'}",cb4f84f8-49e8-44c0-9f81-a87af043d110,936.71
525,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-05-04 16:32:04,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",bb4d6f5d-fac4-4476-addb-26013c6ffe13,1752.06
526,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-02-01 09:47:44,"{'categoria': 'Supermercado', 'cidade': 'Silva', 'estado': 'Maranhão'}",7713cdb4-ca69-4e0d-a362-563caf318a54,578.9
527,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-06-03 15:09:16,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",4f201997-7648-4f7d-b598-d0ffc34fc0a8,1270.59
528,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-02-03 10:45:39,"{'categoria': 'Restaurante', 'cidade': 'Rocha', 'estado': 'Maranhão'}",ead7d1a8-7f61-43c0-a024-0fdbac5369c2,16.22
529,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-15 18:40:15,"{'categoria': 'Varejo', 'cidade': 'Moreira', 'estado': 'Maranhão'}",9f0e93f0-32eb-41fb-8239-7475c39428f6,1260.11
530,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-06-04 05:41:59,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",eefd7697-00d4-4f42-9712-e0085c6e83c2,719.24
531,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-09-17 21:45:25,"{'categoria': 'Online', 'cidade': 'Correia', 'estado': 'Maranhão'}",c0b15f49-a5ec-4812-8f46-70fe1972dc06,898.23
532,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-01-27 17:02:14,"{'categoria': 'Restaurante', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",268c63d0-316d-4c22-9f03-d1924ac66996,356.46
533,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-07-18 20:41:55,"{'categoria': 'Varejo', 'cidade': 'Melo de Pereira', 'estado': 'Maranhão'}",499c7a1f-5bbf-43a9-a01d-7af324fe0168,1750.95
534,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-12-07 05:23:40,"{'categoria': 'Supermercado', 'cidade': 'Alves do Campo', 'estado': 'Maranhão'}",5fe52a0e-77f8-4d80-9f23-f7fb96f75a90,1505.7
535,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-04-10 20:47:03,"{'categoria': 'Restaurante', 'cidade': 'Melo', 'estado': 'Maranhão'}",9e016ede-9dc9-44c1-b567-57ec74ff8997,1975.14
536,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-07-08 20:35:26,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",a5b001c8-c09e-448c-97cb-d4cbb59ca65b,280.34
537,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-05-21 12:11:35,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",dcbfec73-ce30-4473-8ac8-e147ce8032f1,176.15
538,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-01-16 23:06:28,"{'categoria': 'Supermercado', 'cidade': 'Pereira', 'estado': 'Maranhão'}",d90e72df-8eee-4af2-a61f-534fa9732997,1859.33
539,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-12-16 13:47:21,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",10552192-95d0-4aff-9a93-06b487e7b910,981.71
540,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-08-12 21:13:43,"{'categoria': 'Online', 'cidade': 'Mendes da Prata', 'estado': 'Maranhão'}",47afefc1-d174-4a26-b92b-3d8ca26d2f0e,1461.52
541,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-09-25 08:46:25,"{'categoria': 'Restaurante', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",960dac81-aa98-4878-b780-2ae2d6aece9f,30.49
542,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-24 13:45:02,"{'categoria': 'Supermercado', 'cidade': 'Azevedo', 'estado': 'Maranhão'}",94018ab3-4653-48a3-8081-3ece40c8aa9b,1475.75
543,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-03-30 16:25:03,"{'categoria': 'Supermercado', 'cidade': 'Santos', 'estado': 'Maranhão'}",10264daf-c6c3-42d2-984b-9bf97c1f0354,1344.74
544,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-10-07 19:44:06,"{'categoria': 'Varejo', 'cidade': 'Oliveira', 'estado': 'Maranhão'}",8a89122a-027e-42b5-970a-c488d9b1c16e,408.61
545,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-10-22 13:53:13,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",4562004a-d660-4cf5-a6e8-65d46f3f4fcd,438.77
546,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-08-22 20:50:04,"{'categoria': 'Restaurante', 'cidade': 'da Cruz das Pedras', 'estado': 'Maranhão'}",3c9cb51f-b1a0-46e3-99d0-88a5c0f0a01c,451.51
547,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-07-30 11:43:29,"{'categoria': 'Varejo', 'cidade': 'Martins', 'estado': 'Maranhão'}",f573bd4e-fb6a-4fdd-b9c3-ffd06cb2e9cc,416.22
548,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-03-09 13:27:15,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",45aadbe3-5d0b-4bc1-aacf-7993b929e5d5,1800.85
549,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-11 14:34:36,"{'categoria': 'Restaurante', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",b2c543c0-4607-484c-a7f4-8e54114add6a,526.59
550,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-02-26 15:07:26,"{'categoria': 'Varejo', 'cidade': 'Lima', 'estado': 'Maranhão'}",195f5e8a-9c58-4bb1-8771-9adb7d1499dd,1460.16
551,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-12-27 17:30:29,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",5110d721-4e47-45d7-a681-cd1f187abe51,1056.16
552,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-01-16 17:59:20,"{'categoria': 'Restaurante', 'cidade': 'da Costa', 'estado': 'Maranhão'}",a518554b-6ebc-4a92-bec5-c0ac34428020,1540.19
553,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-12-10 16:03:40,"{'categoria': 'Restaurante', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",c8bde71f-fd67-4da3-8c4b-66c44d057a22,1987.79
554,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-09-26 05:29:46,"{'categoria': 'Supermercado', 'cidade': 'Barbosa', 'estado': 'Maranhão'}",71af5318-bcfb-4c8a-bdef-47fe3d16fbf9,1134.22
555,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-05-12 20:25:02,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",d9a678af-65c2-4046-b70d-575e4c806b63,1061.56
556,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-08 07:50:07,"{'categoria': 'Varejo', 'cidade': 'Carvalho', 'estado': 'Maranhão'}",0674cc7c-513e-4b15-93c4-8a4a8d96ebd3,172.23
557,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-06-10 08:01:18,"{'categoria': 'Restaurante', 'cidade': 'das Neves das Pedras', 'estado': 'Maranhão'}",028c246e-326b-4f91-9fa8-925e6e869382,1570.13
558,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-04-06 23:45:30,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",43e93c9a-f17b-42a6-a082-948dda6bcaa7,1526.6
559,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-06-07 09:26:03,"{'categoria': 'Restaurante', 'cidade': 'Cardoso', 'estado': 'Maranhão'}",60312fbd-37f1-4202-9933-39838840a613,424.72
560,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-04-30 19:04:13,"{'categoria': 'Restaurante', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",25247262-a4db-4a7e-90d9-3cb5e3fe4f9e,748.1
561,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-22 11:47:15,"{'categoria': 'Supermercado', 'cidade': 'das Neves', 'estado': 'Maranhão'}",a19e077e-46f8-4a3b-a436-f087b0f030a0,465.49
562,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-10-31 11:13:50,"{'categoria': 'Online', 'cidade': 'Gomes de da Rocha', 'estado': 'Maranhão'}",c272ed55-fe61-4908-9c6f-1c9025306d45,142.49
563,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-07 18:58:54,"{'categoria': 'Online', 'cidade': 'Nogueira', 'estado': 'Maranhão'}",986ad410-5936-4967-aaba-f825f85fd20d,1728.36
564,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-05-08 10:41:31,"{'categoria': 'Restaurante', 'cidade': 'da Mota', 'estado': 'Maranhão'}",b41b74a3-b5b4-440f-a62b-cceccdc00b65,803.05
565,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-04-25 21:12:25,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",55da4416-983b-4a8a-be76-ca16afdbe3d0,1077.36
566,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-05-22 14:38:57,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",8c072e9e-1a19-481a-982a-3eb8ede76ce9,1268.25
567,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-05-28 09:45:06,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",632beb28-8c5e-42a6-bc54-ab76335c8b49,303.34
568,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-09 13:07:07,"{'categoria': 'Varejo', 'cidade': 'Caldeira', 'estado': 'Maranhão'}",b2717d98-18c3-4153-b2c3-02374b7eebaf,1281.92
569,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-03-26 22:23:16,"{'categoria': 'Online', 'cidade': 'Correia', 'estado': 'Maranhão'}",aa6fb4ce-ecee-4fbd-ab27-3d050b90477d,661.46
570,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-07-01 10:21:38,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",b6a414d4-d528-44b3-a19b-b7df2bd55f1f,783.46
571,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-09-04 07:45:02,"{'categoria': 'Varejo', 'cidade': 'da Mata', 'estado': 'Maranhão'}",b0361fab-0674-45de-b8a9-532552323707,842.95
572,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-09-02 10:45:44,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",b6c1ab54-b61b-40bc-b38c-43159c528b13,164.82
573,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-07-04 17:03:32,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",a9dd1645-5b49-4587-93f6-680489b829b5,1317.02
574,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-09-25 08:53:42,"{'categoria': 'Restaurante', 'cidade': 'Almeida de Minas', 'estado': 'Maranhão'}",273e9d88-e17d-4c88-9ae0-916d1b87f08b,1060.45
575,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-04-22 12:13:43,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",feff45d3-61d0-4e26-840b-e528cd318216,478.9
576,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-08-30 23:34:03,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",c4a6c0a5-40ec-4d66-a414-bc61b1ab9616,38.08
577,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-07-10 15:19:38,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",db6db32b-9004-403d-9c0c-6c0ed5e3383b,909.33
578,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-01-04 21:48:52,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",57687d3a-d2f3-41c6-bf39-15237670c231,309.2
579,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-03-11 19:04:25,"{'categoria': 'Online', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",b5a43bbf-2d36-4718-bfd2-51299c05109c,1625.64
580,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-30 12:29:24,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",3d95c7cb-28cd-4508-a601-c772ed6bce43,1219.55
581,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-01-19 05:16:42,"{'categoria': 'Varejo', 'cidade': 'Souza', 'estado': 'Maranhão'}",cf337533-f9f5-4fb6-b7eb-24bc8de53d5d,1055.49
582,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-14 11:31:38,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",4b2a85e0-5f9a-43a4-a7a0-1c17aca4b75c,1551.83
583,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-05-10 13:09:03,"{'categoria': 'Online', 'cidade': 'da Mata de Gonçalves', 'estado': 'Maranhão'}",8b89e86f-1790-4562-94e3-890236ea9bf4,1389.72
584,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-13 13:31:09,"{'categoria': 'Varejo', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",61ec8cef-5337-4b9e-bd27-be4d94232ef9,567.17
585,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-05-04 09:50:10,"{'categoria': 'Supermercado', 'cidade': 'Santos', 'estado': 'Maranhão'}",5283242b-8e56-4676-b76a-3e325cf7de44,18.95
586,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-08-30 05:41:41,"{'categoria': 'Supermercado', 'cidade': 'Oliveira das Pedras', 'estado': 'Maranhão'}",9165c176-155d-4710-aeb5-0d182cf99886,1616.11
587,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-06-23 18:25:59,"{'categoria': 'Varejo', 'cidade': 'Souza do Galho', 'estado': 'Maranhão'}",d3d5ca18-c6d3-4b39-8ecc-5d68d9542bce,227.49
588,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-04-03 10:44:59,"{'categoria': 'Restaurante', 'cidade': 'da Mota', 'estado': 'Maranhão'}",368f6054-0e8c-453b-9147-a722eb2ec0ac,756.27
589,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2023-02-28 19:23:26,"{'categoria': 'Varejo', 'cidade': 'Ferreira', 'estado': 'Maranhão'}",a9f028d3-bd54-448d-bf2c-c54098304563,471.11
590,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-11-12 06:20:39,"{'categoria': 'Varejo', 'cidade': 'Alves das Flores', 'estado': 'Maranhão'}",2e7c2d63-cff9-4cc6-af0f-2d7a4c9624c5,514.0
591,"{'idade': 37, 'nome': 'Isadora Campos', 'renda_mensal': 6759.35}",2022-12-28 07:07:31,"{'categoria': 'Restaurante', 'cidade': 'Rezende de Minas', 'estado': 'Maranhão'}",51208178-7fc9-49e5-9575-973faeacb0be,1480.39
